,Product Name in flipkart,Retail Price (FK),Discounted Price (FK),Product name in Amazon,Retail Price (AMZ),Discounted Price (AMZ)
285,"d'signer 681gm_wht analog watch  - for men, boys",6995.0,6645.0,"d'signer 681gm_wht analog watch  - for men, boys",6979,8225
286,rialto boots,2495.0,1799.0,rialto boots,2786,2165
287,"swissfire 205sm005 analog watch  - for boys, men",2195.0,1207.0,"swissfire 205sm005 analog watch  - for boys, men",2176,1500
288,get glamr designer uggy boots,3499.0,2799.0,get glamr designer uggy boots,3487,3180
289,"a avon pk_741 analog watch  - for men, boys",1299.0,639.0,"a avon pk_741 analog watch  - for men, boys",1285,803
290,carl 3346-1-cheetablue boots,2299.0,1149.0,carl 3346-1-cheetablue boots,2296,1398
291,logues lgswatch61003pp digi yellow sports analog-digital watch  - for boys,1235.0,1235.0,logues lgswatch61003pp digi yellow sports analog-digital watch  - for boys,1233,1407
292,kielz ladies boots,2799.0,1299.0,kielz ladies boots,2787,1637
293,swag 670014 analog watch  - for boys,1499.0,599.0,swag 670014 analog watch  - for boys,1498,740
294,"zoop c3030pp05 analog watch  - for boys, girls",650.0,650.0,"zoop c3030pp05 analog watch  - for boys, girls",632,807
295,20dresses brown shiver me timbers boots,2795.0,2795.0,20dresses brown shiver me timbers boots,2785,3165
296,"ezyprnt ""rh"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1195.0,595.0,"ezyprnt ""rh"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1181,656
297,"ezyprnt ""bc"" golf ball -   size: 4,  diameter: 4.26 cm",1195.0,595.0,"ezyprnt ""bc"" golf ball -   size: 4,  diameter: 4.26 cm",1177,744
298,"ezyprnt ""ol"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1195.0,595.0,"ezyprnt ""ol"" golf ball -   size: 4.26 cm,  diameter: 4.26 cm",1176,730
299,"ezyprnt ""cv"" golf ball -   size: 4,  diameter: 4.26 cm",1195.0,595.0,"ezyprnt ""cv"" golf ball -   size: 4,  diameter: 4.26 cm",1189,721
300,traditions printed protective men's gloves,500.0,399.0,traditions printed protective men's gloves,485,442
301,first choice cotton embroidered diwan set,2199.0,979.0,first choice cotton embroidered diwan set,2186,1132
302,eccellente solid hip hop cap,899.0,336.0,eccellente solid hip hop cap,879,422
303,nechams resin magnetic magnetic melamine small whiteboards,1799.0,799.0,nechams resin magnetic magnetic melamine small whiteboards,1798,977
304,traditions printed protective men's gloves,500.0,399.0,traditions printed protective men's gloves,485,442
305,first choice cotton embroidered diwan set,2199.0,979.0,first choice cotton embroidered diwan set,2186,1132
306,first choice cotton embroidered diwan set,2199.0,979.0,first choice cotton embroidered diwan set,2186,1132
307,jaspo thunder intact superior senior skates combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years skating kit,1399.0,770.0,jaspo thunder intact superior senior skates combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years skating kit,1380,923
308,masaba for magic fairy girl's layered pink dress,1775.0,1598.0,masaba for magic fairy girl's layered pink dress,1758,1840
309,momin libas ak2414 kashibo solid abaya no,3999.0,2398.0,momin libas ak2414 kashibo solid abaya no,3981,3033
310,acm pouch for swipe elite plus,990.0,339.0,acm pouch for swipe elite plus,989,376
311,a r enterprises musical wlking cow,999.0,299.0,a r enterprises musical wlking cow,995,361
312,first choice cotton embroidered diwan set,2199.0,979.0,first choice cotton embroidered diwan set,2186,1132
313,santosh royal fashion cotton embroidered diwan set,2199.0,979.0,santosh royal fashion cotton embroidered diwan set,2197,1135
314,first choice cotton embroidered diwan set,2199.0,979.0,first choice cotton embroidered diwan set,2186,1132
315,shoebuzz casuals,799.0,247.0,shoebuzz casuals,784,316
316,zed loafers,499.0,499.0,zed loafers,494,629
317,house this queen cotton duvet cover,1160.0,1160.0,house this queen cotton duvet cover,1145,1408
318,acm pouch for intex aqua lions 3g,990.0,339.0,acm pouch for intex aqua lions 3g,983,419
319,womaniya alloy bracelet,2000.0,1200.0,womaniya alloy bracelet,1992,1450
320,taj pearl alloy cuff,665.0,399.0,taj pearl alloy cuff,648,504
321,jaspo saphire dual shoe skates combo size 5 skating kit,2299.0,1270.0,jaspo saphire dual shoe skates combo size 5 skating kit,2293,1636
322,taj pearl alloy cuff,665.0,399.0,taj pearl alloy cuff,648,504
323,bento musical teddy bear,199.0,63.0,bento musical teddy bear,192,73
324,wake up competition full sleeve striped men's sweatshirt,1495.0,748.0,wake up competition full sleeve striped men's sweatshirt,1483,948
325,taj pearl alloy cuff,665.0,399.0,taj pearl alloy cuff,648,504
326,taj pearl alloy cuff,665.0,399.0,taj pearl alloy cuff,648,504
327,cellbazaar blackberry 8520 white lcd lcd,5000.0,1000.0,cellbazaar blackberry 8520 white lcd lcd,4990,1296
328,dressberry gold synthetic  clutch,1299.0,1299.0,dressberry gold synthetic  clutch,1294,1555
329,mast & harbour black synthetic  clutch,1899.0,1899.0,mast & harbour black synthetic  clutch,1882,2324
330,jqr jqr sports shoes running shoes,1299.0,1299.0,jqr jqr sports shoes running shoes,990,1218
331,sisel printed poly cotton women's stole,299.0,128.0,sisel printed poly cotton women's stole,282,159
332,jqr jqr sports shoes running shoes,999.0,999.0,jqr jqr sports shoes running shoes,990,1218
333,"knight ace kraasa sports running shoes, cycling shoes, walking shoes",1299.0,499.0,"knight ace kraasa sports running shoes, cycling shoes, walking shoes",1289,580
334,dressberry gold synthetic  clutch,1299.0,1299.0,dressberry gold synthetic  clutch,1294,1555
335,"great art floral print wool, viscose, 20% kashmiri wool, 50% cashmilon and 30% wool ruffle yarn women's stole",1099.0,493.0,"great art floral print wool, viscose, 20% kashmiri wool, 50% cashmilon and 30% wool ruffle yarn women's stole",1079,571
336,indistar self design viscose women's stole,478.0,239.0,indistar self design viscose women's stole,890,571
337,mast & harbour black synthetic  clutch,1899.0,1899.0,mast & harbour black synthetic  clutch,1882,2324
338,glacier running shoes,629.0,498.0,glacier running shoes,621,630
339,dressberry black synthetic  clutch,1299.0,1299.0,dressberry black synthetic  clutch,1296,1652
340,zoe marciano blue heavy-duty satin wong fabric  clutch,1599.0,699.0,zoe marciano blue heavy-duty satin wong fabric  clutch,1592,802
341,asics gel-cumulus 17 running shoes,9499.0,9499.0,asics gel-cumulus 17 running shoes,9484,11076
342,dressberry black synthetic  clutch,1299.0,1299.0,dressberry black synthetic  clutch,1296,1652
343,mast & harbour gold synthetic  clutch,1899.0,1899.0,mast & harbour gold synthetic  clutch,1897,2425
344,asics gel-kayano 22 running shoes,12499.0,12499.0,asics gel-kayano 22 running shoes,12493,15213
345,indistar self design viscose women's stole,898.0,449.0,indistar self design viscose women's stole,890,571
346,dressberry orange synthetic  clutch,1899.0,1899.0,dressberry orange synthetic  clutch,1881,2233
347,dressberry gold synthetic  clutch,1299.0,1299.0,dressberry gold synthetic  clutch,1294,1555
348,dressberry green synthetic  clutch,1899.0,1899.0,dressberry green synthetic  clutch,1888,2273
349,zoe marciano blue heavy-duty satin wong fabric  clutch,1599.0,699.0,zoe marciano blue heavy-duty satin wong fabric  clutch,1592,802
350,escan lace up,1299.0,999.0,escan lace up,1282,1155
351,dressberry gold synthetic  clutch,1299.0,1299.0,dressberry gold synthetic  clutch,1294,1555
352,nine maternity wear women's fit and flare dress,1825.0,1825.0,nine maternity wear women's fit and flare dress,1813,2364
353,"kleio festive, party, casual blue pu  clutch",1899.0,999.0,"kleio festive, party, casual blue pu  clutch",1891,1253
354,skipper blends aqua striped eyelet window curtain,1733.0,1039.0,skipper blends aqua striped eyelet window curtain,1731,1279
355,mizuno lightweight hoody solid men's wind cheater,4999.0,4999.0,mizuno lightweight hoody solid men's wind cheater,4987,6069
356,"turbo mse test lite batting gloves (men, white, orange)",1637.0,818.0,"turbo mse test lite batting gloves (men, white, orange)",1623,909
357,"turbo league batting gloves (men, white, blue)",1232.0,616.0,"turbo league batting gloves (men, white, blue)",1230,717
358,stamin mass gainers,2300.0,1955.0,stamin mass gainers,2284,2495
359,pure source psi-as-hanggnrlx relaxing liquid air freshener,1250.0,375.0,pure source psi-as-hanggnrlx relaxing liquid air freshener,1238,457
360,svt ada collections formal full sleeve checkered women's top,1199.0,795.0,svt ada collections formal full sleeve checkered women's top,1190,1001
361,svt ada collections party 3/4 sleeve checkered women's top,1199.0,880.0,svt ada collections party 3/4 sleeve checkered women's top,1195,1094
362,svt ada collections casual full sleeve checkered women's top,1699.0,1215.0,svt ada collections casual full sleeve checkered women's top,1687,1392
363,"asian gems & jewels 5 dhaatu metal, alloy opal ring",2746.0,687.0,"asian gems & jewels 5 dhaatu metal, alloy opal ring",2972,948
364,"asian gems & jewels 5 dhaatu metal, alloy opal ring",2973.0,743.0,"asian gems & jewels 5 dhaatu metal, alloy opal ring",2972,948
365,"asian gems & jewels 5 dhaatu metal, alloy amethyst ring",1937.0,968.0,"asian gems & jewels 5 dhaatu metal, alloy amethyst ring",1935,1069
366,kings multicolor tassels,1000.0,249.0,kings multicolor tassels,981,274
367,avsar sachi gold diamond 18 k ring,16880.0,8440.0,avsar sachi gold diamond 18 k ring,16867,10622
368,peppermint blues casual sleeveless printed women's top,399.0,359.0,peppermint blues casual sleeveless printed women's top,388,448
369,nishtaa yellow gold 22 k ring,18350.0,17433.0,nishtaa yellow gold 22 k ring,9284,10370
370,xpert schoolboys blk lace up shoes,399.0,299.0,xpert schoolboys blk lace up shoes,386,355
371,just in time fashions women's a-line dress,2499.0,1499.0,just in time fashions women's a-line dress,2483,1671
372,yepme women's gathered dress,1799.0,799.0,yepme women's gathered dress,1796,984
373,van heusen men's printed party shirt,2099.0,1469.0,van heusen men's printed party shirt,2092,1794
374,eshoppee laughing buddha for success and wealth showpiece  -  12 cm,799.0,399.0,eshoppee laughing buddha for success and wealth showpiece  -  12 cm,791,463
375,karatcraft triniya promise gold diamond 18 k ring,49999.0,34221.0,karatcraft triniya promise gold diamond 18 k ring,44009,35651
376,nishtaa yellow gold 22 k ring,8190.0,7781.0,nishtaa yellow gold 22 k ring,9284,10370
377,mykraft girl's a-line dress,1205.0,964.0,mykraft girl's a-line dress,1200,1203
378,the cranberry club girl's gathered dress,1299.0,999.0,the cranberry club girl's gathered dress,1294,1169
379,fashion tree men's solid formal shirt,999.0,349.0,fashion tree men's solid formal shirt,996,402
380,fashion tree men's solid formal shirt,999.0,349.0,fashion tree men's solid formal shirt,996,402
381,fashion tree men's solid formal shirt,999.0,349.0,fashion tree men's solid formal shirt,996,402
382,peter england men's solid formal shirt,1399.0,1399.0,peter england men's solid formal shirt,1391,1634
383,gee & bee casual printed women's kurti,1664.0,499.0,gee & bee casual printed women's kurti,1659,607
384,gee & bee casual printed women's kurti,2499.0,749.0,gee & bee casual printed women's kurti,1659,607
385,dumdaar.com casual short sleeve self design women's top,999.0,399.0,dumdaar.com casual short sleeve self design women's top,981,471
386,"f&s casual, party short sleeve self design women's top",1299.0,421.0,"f&s casual, party short sleeve self design women's top",1291,502
387,oviya casual sleeveless self design women's top,999.0,699.0,oviya casual sleeveless self design women's top,988,856
388,the clove casual 3/4 sleeve self design women's top,800.0,399.0,the clove casual 3/4 sleeve self design women's top,791,503
389,the vanca formal full sleeve self design women's top,1499.0,1049.0,the vanca formal full sleeve self design women's top,1483,1244
390,fantasy ika casual short sleeve solid women's top,950.0,449.0,fantasy ika casual short sleeve solid women's top,932,575
391,fantasy ika casual 3/4 sleeve self design women's top,849.0,499.0,fantasy ika casual 3/4 sleeve self design women's top,846,567
392,ausy casual short sleeve floral print women's top,999.0,367.0,ausy casual short sleeve floral print women's top,980,408
393,ausy casual short sleeve printed women's top,999.0,367.0,ausy casual short sleeve printed women's top,989,430
394,karatcraft triniya promise gold diamond 18 k ring,47822.0,32973.0,karatcraft triniya promise gold diamond 18 k ring,44009,35651
395,wearyourshine by pcj the joe gold diamond 18 k ring,29366.0,29366.0,wearyourshine by pcj the joe gold diamond 18 k ring,29360,33090
396,shilpkala casual short sleeve printed women's top,999.0,999.0,shilpkala casual short sleeve printed women's top,994,1206
397,shilpkala casual sleeveless solid women's top,699.0,699.0,shilpkala casual sleeveless solid women's top,695,833
398,shilpkala casual cape sleeve printed women's top,799.0,799.0,shilpkala casual cape sleeve printed women's top,789,1012
399,shilpkala casual bell sleeve printed women's top,799.0,799.0,shilpkala casual bell sleeve printed women's top,791,1010
400,shilpkala casual sleeveless printed women's top,999.0,999.0,shilpkala casual sleeveless printed women's top,594,721
401,shilpkala casual sleeveless embellished women's top,899.0,899.0,shilpkala casual sleeveless embellished women's top,894,1157
402,shilpkala casual short sleeve printed women's top,999.0,999.0,shilpkala casual short sleeve printed women's top,994,1206
403,shilpkala casual sleeveless printed women's top,699.0,699.0,shilpkala casual sleeveless printed women's top,594,721
404,shilpkala casual sleeveless printed women's top,999.0,999.0,shilpkala casual sleeveless printed women's top,594,721
405,shilpkala casual sleeveless printed women's top,999.0,999.0,shilpkala casual sleeveless printed women's top,594,721
406,shilpkala casual bell sleeve printed women's top,799.0,799.0,shilpkala casual bell sleeve printed women's top,791,1010
407,shilpkala casual sleeveless printed women's top,699.0,699.0,shilpkala casual sleeveless printed women's top,594,721
408,shilpkala casual sleeveless printed women's top,599.0,599.0,shilpkala casual sleeveless printed women's top,594,721
409,shilpkala casual sleeveless self design women's top,599.0,599.0,shilpkala casual sleeveless self design women's top,598,745
410,bluestone the juliette yellow gold diamond 18 k ring,29348.0,22644.0,bluestone the juliette yellow gold diamond 18 k ring,29336,25219
411,karatcraft om gold diamond 18 k ring,42068.0,35056.0,karatcraft om gold diamond 18 k ring,42052,42730
412,karatcraft dulce gold diamond 18 k ring,40267.0,27223.0,karatcraft dulce gold diamond 18 k ring,40250,33175
413,"soie casual, festive, formal, lounge wear, party sleeveless embellished, solid women's top",1390.0,695.0,"soie casual, festive, formal, lounge wear, party sleeveless embellished, solid women's top",1370,778
414,aaliya casual sleeveless embellished women's top,2000.0,1500.0,aaliya casual sleeveless embellished women's top,1986,1946
415,karatcraft robini emerald gold diamond 18 k ring,43481.0,36234.0,karatcraft robini emerald gold diamond 18 k ring,43465,44513
416,"@499 casual, festive, formal, lounge wear, party sleeveless embellished women's top",698.0,342.0,"@499 casual, festive, formal, lounge wear, party sleeveless embellished women's top",694,441
417,karatcraft om gold diamond 18 k ring,44247.0,36872.0,karatcraft om gold diamond 18 k ring,42052,42730
418,lee mark men's solid formal shirt,1699.0,599.0,lee mark men's solid formal shirt,1694,745
419,kairaa lounge wear sleeveless embellished women's top,710.0,710.0,kairaa lounge wear sleeveless embellished women's top,695,802
420,soie casual sleeveless solid women's top,1089.0,545.0,soie casual sleeveless solid women's top,1077,629
421,hichkii casual cape sleeve embroidered women's top,799.0,499.0,hichkii casual cape sleeve embroidered women's top,796,633
